Title                                                                                                                                                                                                                                                                   | Journal                                         | Year | Dataset source
Histological and transcriptomic analysis of adipose and muscle of dairy calves supplemented with 5-hydroxytryptophan.                                                                                                                                                   | Sci Rep                                         | 2021 | All           
Accessing Livestock Resources in Ensembl.                                                                                                                                                                                                                               | Front Genet                                     | 2021 | All           
Comparative Genome-Wide Alternative Splicing Analysis of Longissimus Dorsi Muscles Between Japanese Black (Wagyu) and Chinese Red Steppes Cattle.                                                                                                                       | Front Vet Sci                                   | 2021 | All           
Integrative genomics of the mammalian alveolar macrophage response to intracellular mycobacteria.                                                                                                                                                                       | BMC Genomics                                    | 2021 | All           
Alternative Splicing Dynamics of the Hypothalamus-Pituitary-Ovary Axis During Pubertal Transition in Gilts.                                                                                                                                                             | Front Genet                                     | 2021 | All           
Delineating the <i>Tnt1</i> Insertion Landscape of the Model Legume <i>Medicago truncatula</i> cv. R108 at the Hi-C Resolution Using a Chromosome-Length Genome Assembly.                                                                                               | Int J Mol Sci                                   | 2021 | All           
Regulation of microRNA-221, -222, -21 and -27 in articular cartilage subjected to abnormal compressive forces.                                                                                                                                                          | J Physiol                                       | 2021 | All           
Analysis of Polycerate Mutants Reveals the Evolutionary Co-option of HOXD1 for Horn Patterning in Bovidae.                                                                                                                                                              | Mol Biol Evol                                   | 2021 | All           
Limited Evidence for Parallel Evolution Among Desert-Adapted Peromyscus Deer Mice.                                                                                                                                                                                      | J Hered                                         | 2021 | All           
Comparative Transcriptomic Analysis of Spermatozoa From High- and Low-Fertile Crossbred Bulls: Implications for Fertility Prediction.                                                                                                                                   | Front Cell Dev Biol                             | 2021 | All           
Comparative Analysis of the Circular Transcriptome in Muscle, Liver, and Testis in Three Livestock Species.                                                                                                                                                             | Front Genet                                     | 2021 | All           
Transcriptomic and metabolomic characterization of post-hatch metabolic reprogramming during hepatic development in the chicken.                                                                                                                                        | BMC Genomics                                    | 2021 | FAANG only    
Dynamic Expression Profiles of Circular RNAs during Brown to White Adipose Tissue Transformation in Goats (<i>Capra hircus</i>).                                                                                                                                        | Animals (Basel)                                 | 2021 | All           
The Effect of RBP4 on microRNA Expression Profiles in Porcine Granulosa Cells.                                                                                                                                                                                          | Animals (Basel)                                 | 2021 | All           
Systematic screening of long intergenic noncoding RNAs expressed during chicken embryogenesis.                                                                                                                                                                          | Poult Sci                                       | 2021 | All           
Large-Scale Multiplexing Permits Full-Length Transcriptome Annotation of 32 Bovine Tissues From a Single Nanopore Flow Cell.                                                                                                                                            | Front Genet                                     | 2021 | All           
Characterizing Genetic Regulatory Elements in Ovine Tissues.                                                                                                                                                                                                            | Front Genet                                     | 2021 | All           
Whole-Transcriptome Analysis of Yak and Cattle Heart Tissues Reveals Regulatory Pathways Associated With High-Altitude Adaptation.                                                                                                                                      | Front Genet                                     | 2021 | All           
Transcriptomic analysis of caecal tissue in inbred chicken lines that exhibit heritable differences in resistance to Campylobacter jejuni.                                                                                                                              | BMC Genomics                                    | 2021 | All           
Global investigation of estrogen-responsive genes regulating lipid metabolism in the liver of laying hens.                                                                                                                                                              | BMC Genomics                                    | 2021 | All           
RNA-Seq Transcriptome Analysis of Peripheral Blood From Cattle Infected With <i>Mycobacterium bovis</i> Across an Experimental Time Course.                                                                                                                             | Front Vet Sci                                   | 2021 | All           
Comparative Analysis of MicroRNA Expression Profiles Between Skeletal Muscle- and Adipose-Derived Exosomes in Pig.                                                                                                                                                      | Front Genet                                     | 2021 | All           
Ovary-derived circular RNAs profile analysis during the onset of puberty in gilts.                                                                                                                                                                                      | BMC Genomics                                    | 2021 | All           
Transcriptome and proteome mapping in the sheep atria reveal molecular featurets of atrial fibrillation progression.                                                                                                                                                    | Cardiovasc Res                                  | 2021 | All           
Functional prediction of de novo uni-genes from chicken transcriptomic data following infectious bursal disease virus at 3-days post-infection.                                                                                                                         | BMC Genomics                                    | 2021 | All           
The assembly of caprine Y chromosome sequence reveals a unique paternal phylogenetic pattern and improves our understanding of the origin of domestic goat.                                                                                                             | Ecol Evol                                       | 2021 | All           
Extracellular matrix gene expression signatures as cell type and cell state identifiers.                                                                                                                                                                                | Matrix Biol Plus                                | 2021 | All           
Identification of Regulatory Functions of LncRNAs Associated With <i>T. circumcincta</i> Infection in Adult Sheep.                                                                                                                                                      | Front Genet                                     | 2021 | FAANG only    
Successful ATAC-Seq From Snap-Frozen Equine Tissues.                                                                                                                                                                                                                    | Front Genet                                     | 2021 | FAANG only    
Evolution of tissue and developmental specificity of transcription start sites in Bos taurus indicus.                                                                                                                                                                   | Commun Biol                                     | 2021 | FAANG only    
Integrated mRNA-seq and miRNA-seq analysis of goat fibroblasts response to <i>Brucella Melitensis</i> strain M5-90.                                                                                                                                                     | PeerJ                                           | 2021 | All           
Genotyping and Whole-Genome Resequencing of Welsh Sheep Breeds Reveal Candidate Genes and Variants for Adaptation to Local Environment and Socioeconomic Traits.                                                                                                        | Front Genet                                     | 2021 | All           
GLIS1, a potential candidate gene affect fat deposition in sheep tail.                                                                                                                                                                                                  | Mol Biol Rep                                    | 2021 | All           
Putative Causal Variants Are Enriched in Annotated Functional Regions From Six Bovine Tissues.                                                                                                                                                                          | Front Genet                                     | 2021 | FAANG only    
Reference Transcriptomes of Porcine Peripheral Immune Cells Created Through Bulk and Single-Cell RNA Sequencing.                                                                                                                                                        | Front Genet                                     | 2021 | FAANG only    
Whole Transcriptome Analysis Reveals a Potential Regulatory Mechanism of LncRNA-FNIP2/miR-24-3p/<i>FNIP2</i> Axis in Chicken Adipogenesis.                                                                                                                              | Front Cell Dev Biol                             | 2021 | All           
The complete mitogenome of Sokolov's Dwarf Hamster (<i>Cricetulus sokolovi</i>) and implication of phylogenetic status.                                                                                                                                                 | Mitochondrial DNA B Resour                      | 2021 | All           
Time course profiling of host cell response to herpesvirus infection using nanopore and synthetic long-read transcriptome sequencing.                                                                                                                                   | Sci Rep                                         | 2021 | All           
RNA-Seq Data for Reliable SNP Detection and Genotype Calling: Interest for Coding Variant Characterization and <i>Cis</i>-Regulation Analysis by Allele-Specific Expression in Livestock Species.                                                                       | Front Genet                                     | 2021 | All           
Genome-wide identification of cyclin-dependent kinase (CDK) genes affecting adipocyte differentiation in cattle.                                                                                                                                                        | BMC Genomics                                    | 2021 | All           
Population differentiated copy number variation of Bos taurus, Bos indicus and their African hybrids.                                                                                                                                                                   | BMC Genomics                                    | 2021 | All           
Single-cell RNA sequencing of freshly isolated bovine milk cells and cultured primary mammary epithelial cells.                                                                                                                                                         | Sci Data                                        | 2021 | FAANG only    
The chromatin, topological and regulatory properties of pluripotency-associated poised enhancers are conserved in vivo.                                                                                                                                                 | Nat Commun                                      | 2021 | All           
Sequence-based genome-wide association study of individual milk mid-infrared wavenumbers in mixed-breed dairy cattle.                                                                                                                                                   | Genet Sel Evol                                  | 2021 | All           
Omics Multi-Layers Networks Provide Novel Mechanistic and Functional Insights Into Fat Storage and Lipid Metabolism in Poultry.                                                                                                                                         | Front Genet                                     | 2021 | All           
A DNA Regulatory Element Haplotype at Zinc Finger Genes Is Associated with Host Resilience to Small Ruminant Lentivirus in Two Sheep Populations.                                                                                                                       | Animals (Basel)                                 | 2021 | FAANG only    
Absence of Circadian Rhythm in Fecal Microbiota of Laying Hens under Common Light.                                                                                                                                                                                      | Animals (Basel)                                 | 2021 | All           
Characterization of the Impact of Density Gradient Centrifugation on the Profile of the Pig Sperm Transcriptome by RNA-Seq.                                                                                                                                             | Front Vet Sci                                   | 2021 | FAANG only    
Transcriptome profile of goat folliculogenesis reveals the interaction of oocyte and granulosa cell in correlation with different fertility population.                                                                                                                 | Sci Rep                                         | 2021 | All           
CONSULT: accurate contamination removal using locality-sensitive hashing.                                                                                                                                                                                               | NAR Genom Bioinform                             | 2021 | All           
Whole-Transcriptome Analysis of Preadipocyte and Adipocyte and Construction of Regulatory Networks to Investigate Lipid Metabolism in Sheep.                                                                                                                            | Front Genet                                     | 2021 | All           
OVarFlow: a resource optimized GATK 4 based Open source Variant calling workFlow.                                                                                                                                                                                       | BMC Bioinformatics                              | 2021 | All           
Identification of Photoperiod-Induced LncRNAs and mRNAs in Pituitary Pars Tuberalis of Sheep.                                                                                                                                                                           | Front Vet Sci                                   | 2021 | All           
Identification of key genes affecting porcine fat deposition based on co-expression network analysis of weighted genes.                                                                                                                                                 | J Anim Sci Biotechnol                           | 2021 | All           
Circular PPP1R13B RNA Promotes Chicken Skeletal Muscle Satellite Cell Proliferation and Differentiation via Targeting miR-9-5p.                                                                                                                                         | Animals (Basel)                                 | 2021 | All           
CMTM3 overexpression promotes cell apoptosis while DHT promotes cell proliferation in hair follicle stem cells (HFSCs).                                                                                                                                                 | Genomics                                        | 2021 | All           
Radiation of extant marsupials after the K/T boundary: evidence from complete mitochondrial genomes.                                                                                                                                                                    | J Mol Evol                                      | 2003 | All           
Using weighted gene co-expression network analysis (WGCNA) to identify the hub genes related to hypoxic adaptation in yak (Bos grunniens).                                                                                                                              | Genes Genomics                                  | 2021 | All           
Comparative analysis of ovarian transcriptomes between prolific and non-prolific goat breeds via high-throughput sequencing.                                                                                                                                            | Reprod Domest Anim                              | 2018 | All           
miRNome of Italian Large White pig subcutaneous fat tissue: new miRNAs, isomiRs and moRNAs.                                                                                                                                                                             | Anim Genet                                      | 2014 | All           
Estrous cycle impacts microRNA content in extracellular vesicles that modulate bovine cumulus cell transcripts during in vitro maturation†.                                                                                                                             | Biol Reprod                                     | 2020 | All           
Integrated Analysis of Coding Genes and Non-coding RNAs Associated with Shell Color in the Pacific Oyster (Crassostrea gigas).                                                                                                                                          | Mar Biotechnol (NY)                             | 2021 | All           
Chicken cecal microRNAs in the response to Campylobacter jejuni inoculation by Solexa sequencing.                                                                                                                                                                       | Poult Sci                                       | 2016 | All           
SNP discovery and genotyping using restriction-site-associated DNA sequencing in chickens.                                                                                                                                                                              | Anim Genet                                      | 2015 | All           
Age and Nursing Affect the Neonatal Porcine Uterine Transcriptome.                                                                                                                                                                                                      | Biol Reprod                                     | 2016 | All           
Antibiotics-induced modulation of large intestinal microbiota altered aromatic amino acid profile and expression of neurotransmitters in the hypothalamus of piglets.                                                                                                   | J Neurochem                                     | 2018 | All           
Identifying host pathogenic pathways in bovine digital dermatitis by RNA-Seq analysis.                                                                                                                                                                                  | Vet J                                           | 2013 | All           
Landscape of DNA Methylation on the Marsupial X.                                                                                                                                                                                                                        | Mol Biol Evol                                   | 2018 | All           
Pathogenesis, MicroRNA-122 Gene-Regulation, and Protective Immune Responses After Acute Equine Hepacivirus Infection.                                                                                                                                                   | Hepatology                                      | 2021 | All           
Y Chromosome Uncovers the Recent Oriental Origin of Modern Stallions.                                                                                                                                                                                                   | Curr Biol                                       | 2017 | All           
A preliminary sketch of horn cancer transcriptome in Indian zebu cattle.                                                                                                                                                                                                | Gene                                            | 2012 | All           
Transcriptome analysis of the endometrium from Chinese Erhualian sows that differ in calcium ion concentration and litter size.                                                                                                                                         | Anim Genet                                      | 2019 | All           
Identification of differentially expressed small RNAs and prediction of target genes in Italian Large White pigs with divergent backfat deposition.                                                                                                                     | Anim Genet                                      | 2018 | All           
Transcriptomic profile of chicken bone marrow-derive dendritic cells in response to H9N2 avian influenza A virus.                                                                                                                                                       | Vet Immunol Immunopathol                        | 2020 | All           
Cross-Species Single-Cell Analysis Reveals Divergence of the Primate Microglia Program.                                                                                                                                                                                 | Cell                                            | 2019 | All           
Peroxisome proliferator activator receptor gamma (PPARG) regulates conceptus elongation in sheep.                                                                                                                                                                       | Biol Reprod                                     | 2015 | All           
Exercise-induced modification of the skeletal muscle transcriptome in Arabian horses.                                                                                                                                                                                   | Physiol Genomics                                | 2017 | All           
Lentivirus-mediated Bos taurus bta-miR-29b overexpression interferes with bovine viral diarrhoea virus replication and viral infection-related autophagy by directly targeting ATG14 and ATG9A in Madin-Darby bovine kidney cells.                                      | J Gen Virol                                     | 2015 | All           
Association between progesterone concentration and endometrial gene expression in dairy cows.                                                                                                                                                                           | Domest Anim Endocrinol                          | 2021 | All           
Transcriptomes of Major Proximal Tubule Cell Culture Models.                                                                                                                                                                                                            | J Am Soc Nephrol                                | 2021 | All           
Earlier demethylation of myogenic genes contributes to embryonic precocious terminal differentiation of myoblasts in miniature pigs.                                                                                                                                    | FASEB J                                         | 2019 | All           
Transcriptomic analysis of equine placenta reveals key regulators and pathways involved in ascending placentitis†.                                                                                                                                                      | Biol Reprod                                     | 2021 | All           
KPT-330 Prevents Aortic Valve Calcification via a Novel C/EBPβ Signaling Pathway.                                                                                                                                                                                       | Circ Res                                        | 2021 | All           
Analysis of the Uterine Epithelial and Conceptus Transcriptome and Luminal Fluid Proteome During the Peri-Implantation Period of Pregnancy in Sheep.                                                                                                                    | Biol Reprod                                     | 2016 | All           
Comprehensive characteristics of microRNA expression profile of equine sarcoids.                                                                                                                                                                                        | Biochimie                                       | 2017 | All           
Comparative analysis of DNA methylation patterns of equine sarcoid and healthy skin samples.                                                                                                                                                                            | Vet Comp Oncol                                  | 2018 | All           
Insights into Gonadal Sex Differentiation Provided by Single-Cell Transcriptomics in the Chicken Embryo.                                                                                                                                                                | Cell Rep                                        | 2020 | All           
Genome-wide gene expression and DNA methylation differences in abnormally cloned and normally natural mating piglets.                                                                                                                                                   | Anim Genet                                      | 2016 | All           
A splicing mutation in PHKG1 decreased its expression in skeletal muscle and caused PSE meat in Duroc × Luchuan crossbred pigs.                                                                                                                                         | Anim Genet                                      | 2019 | All           
Identification and characterization of miRNAs in the ovaries of a highly prolific sheep breed.                                                                                                                                                                          | Anim Genet                                      | 2016 | All           
Deep sequencing of the porcine endometrial transcriptome on day 14 of pregnancy.                                                                                                                                                                                        | Biol Reprod                                     | 2013 | All           
microRNA expression profile in porcine oocytes with different developmental competence derived from large or small follicles.                                                                                                                                           | Mol Reprod Dev                                  | 2019 | All           
Genome-wide differential DNA methylation in tropically adapted Creole cattle and their Iberian ancestors.                                                                                                                                                               | Anim Genet                                      | 2019 | All           
Diet-dependent changes in the intestinal DNA methylome after introduction of enteral feeding in preterm pigs.                                                                                                                                                           | Epigenomics                                     | 2018 | All           
Cold and heat climatic variations reduce indigenous goat birth weight and enhance pre-weaning mortality in subtropical monsoon region of China.                                                                                                                         | Trop Anim Health Prod                           | 2020 | All           
Transcriptional profiling of subcutaneous adipose tissue in Italian Large White pigs divergent for backfat thickness.                                                                                                                                                   | Anim Genet                                      | 2016 | All           
Origins and functional evolution of Y chromosomes across mammals.                                                                                                                                                                                                       | Nature                                          | 2014 | All           
Hedgehog Signaling Regulates Epithelial Morphogenesis to Position the Ventral Embryonic Midline.                                                                                                                                                                        | Dev Cell                                        | 2020 | All           
Spatial patterns of gene expression are unveiled in the chick primitive streak by ordering single-cell transcriptomes.                                                                                                                                                  | Dev Biol                                        | 2018 | All           
Liver transcriptomic and proteomic profiles of preweaning lambs are modified by milk replacer restriction.                                                                                                                                                              | J Dairy Sci                                     | 2019 | All           
Genome-wide DNA methylation analysis using next-generation sequencing to reveal candidate genes responsible for boar taint in pigs.                                                                                                                                     | Anim Genet                                      | 2019 | All           
HoxB genes regulate neuronal delamination in the trunk neural tube by controlling the expression of <i>Lzts1</i>.                                                                                                                                                       | Development                                     | 2021 | All           
Transcriptional and translational dynamics during maternal-to-zygotic transition in early chicken development.                                                                                                                                                          | FASEB J                                         | 2018 | All           
Genome-wide identification and comparison of mRNAs, lncRNAs and circRNAs in porcine intramuscular, subcutaneous, retroperitoneal and mesenteric adipose tissues.                                                                                                        | Anim Genet                                      | 2019 | All           
Atypical chromatin structure of immune-related genes expressed in chicken erythrocytes.                                                                                                                                                                                 | Biochem Cell Biol                               | 2020 | All           
Transcriptome analysis reveals that constant heat stress modifies the metabolism and structure of the porcine longissimus dorsi skeletal muscle.                                                                                                                        | Mol Genet Genomics                              | 2016 | All           
A comparative profile of the microRNA transcriptome in immature and mature porcine testes using Solexa deep sequencing.                                                                                                                                                 | FEBS J                                          | 2012 | All           
Early Regenerative Capacity in the Porcine Heart.                                                                                                                                                                                                                       | Circulation                                     | 2018 | All           
The transcription factor scleraxis differentially regulates gene expression in tenocytes isolated at different developmental stages.                                                                                                                                    | Mech Dev                                        | 2020 | All           
Characterization of eQTLs associated with androstenone by RNA sequencing in porcine testis.                                                                                                                                                                             | Physiol Genomics                                | 2019 | All           
Neural crest cells bulldoze through the microenvironment using Aquaporin 1 to stabilize filopodia.                                                                                                                                                                      | Development                                     | 2020 | All           
Transcriptome analysis of senecavirus A-infected cells: Type I interferon is a critical anti-viral factor.                                                                                                                                                              | Microb Pathog                                   | 2020 | All           
Genomic analyses identify distinct patterns of selection in domesticated pigs and Tibetan wild boars.                                                                                                                                                                   | Nat Genet                                       | 2013 | All           
Epigenomics-Based Identification of Major Cell Identity Regulators within Heterogeneous Cell Populations.                                                                                                                                                               | Cell Rep                                        | 2016 | All           
Molecular aspects of mucin biosynthesis and mucus formation in the bovine cervix during the periestrous period.                                                                                                                                                         | Physiol Genomics                                | 2012 | All           
Transcriptional profiling of the ovine abomasal lymph node reveals a role for timing of the immune response in gastrointestinal nematode resistance.                                                                                                                    | Vet Parasitol                                   | 2016 | All           
Evidence for an early endometrial response to pregnancy in cattle: both dependent upon and independent of interferon tau.                                                                                                                                               | Physiol Genomics                                | 2012 | All           
An alternative splicing event amplifies evolutionary differences between vertebrates.                                                                                                                                                                                   | Science                                         | 2015 | All           
Transcription profiles of oocytes during maturation and embryos during preimplantation development in vivo in the goat.                                                                                                                                                 | Reprod Fertil Dev                               | 2020 | All           
Do differences in the endometrial transcriptome between uterine horns ipsilateral and contralateral to the corpus luteum influence conceptus growth to day 14 in cattle?                                                                                                | Biol Reprod                                     | 2019 | All           
Small RNA (sRNA) expression in the chorioallantois, endometrium and serum of mares following experimental induction of placentitis.                                                                                                                                     | Reprod Fertil Dev                               | 2019 | All           
Dynamic microRNAome profiles in the developing porcine liver.                                                                                                                                                                                                           | Biosci Biotechnol Biochem                       | 2017 | All           
The microRNA expression profile in porcine skeletal muscle is changed by constant heat stress.                                                                                                                                                                          | Anim Genet                                      | 2016 | All           
Transcriptome analyses identify five transcription factors differentially expressed in the hypothalamus of post- versus prepubertal Brahman heifers.                                                                                                                    | J Anim Sci                                      | 2016 | FAANG only    
Transcriptomic analysis reveals the key regulators and molecular mechanisms underlying myometrial activation during equine placentitis†.                                                                                                                                | Biol Reprod                                     | 2020 | All           
Genetic and microstructural differences in the cortical plate of gyri and sulci during gyrification in fetal sheep.                                                                                                                                                     | Cereb Cortex                                    | 2020 | All           
Using RNA-Seq SNP data to reveal potential causal mutations related to pig production traits and RNA editing.                                                                                                                                                           | Anim Genet                                      | 2017 | All           
Ovarian preantral follicles are responsive to FSH as early as the primary stage of development.                                                                                                                                                                         | J Endocrinol                                    | 2020 | All           
Condensin I and II behaviour in interphase nuclei and cells undergoing premature chromosome condensation.                                                                                                                                                               | Chromosome Res                                  | 2016 | All           
Analysis of genes that influence sheep follicular development by different nutrition levels during the luteal phase using expression profiling.                                                                                                                         | Anim Genet                                      | 2016 | All           
RNA-seq analysis in equine papillomavirus type 2-positive carcinomas identifies affected pathways and potential cancer markers as well as viral gene expression and splicing events.                                                                                    | J Gen Virol                                     | 2019 | All           
Induction of immune-related gene expression by seminal exosomes in the porcine endometrium.                                                                                                                                                                             | Biochem Biophys Res Commun                      | 2018 | All           
H3K27me3 is an epigenetic barrier while KDM6A overexpression improves nuclear reprogramming efficiency.                                                                                                                                                                 | FASEB J                                         | 2019 | All           
Genetic Architecture and Selection of Chinese Cattle Revealed by Whole Genome Resequencing.                                                                                                                                                                             | Mol Biol Evol                                   | 2018 | All           
